track_name,artists,album_name,duration_minutes,valence,energy,tempo,popularity,My_Rating,Vibe_Category
冬のある日の唄,GReeeeN,塩、コショウ,4.387766666666667,0.382,0.601,169.999,32,,Chill/Casual
君の名を呼ぶ(2003),Shogo Hamada,初秋,6.322883333333333,0.281,0.403,92.994,32,,Chill/Casual
今夜こそ(1996),Shogo Hamada,ROAD OUT ”TRACKS”,5.082216666666667,0.923,0.748,125.143,32,,Party Anthem
ベースマン,andymori,光,3.0004333333333335,0.735,0.888,102.091,31,,Party Anthem
湯気(Album Mix),Chatmonchy,表情 <Coupling Collection>,3.278216666666667,0.649,0.816,184.719,31,,Party Anthem
Seventeen,Sharon Van Etten,Remind Me Tomorrow,4.432,0.249,0.774,127.107,59,,Chill/Casual
サブウェイ特急 - Live at 日本武道館'04 - Remastered 2022,Eikichi Yazawa,LIVE HISTORY 2000~2015 (50th Anniversary Remastered),3.9464333333333332,0.517,0.916,142.014,32,,Chill/Casual
Bawa Daku - Duet Version,Tompi;Dian Sastrowardoyo,Romansa,4.164366666666667,0.842,0.75,169.908,34,,Party Anthem
箒星,Mr.Children,箒星,5.18,0.772,0.904,130.057,32,,Party Anthem
彼女はブルー,Shogo Hamada,青空の扉〜THE DOOR FOR THE BLUE SKY〜,5.5611,0.709,0.719,114.143,32,,Party Anthem
ウイスキー・コーク - Remastered 2022,Eikichi Yazawa,"I LOVE YOU,OK (50th Anniversary Remastered)",2.2297666666666665,0.893,0.7,146.51,32,,Party Anthem
SCHOOL OUT,BOØWY,MORAL,2.5100333333333333,0.96,0.919,94.892,32,,Party Anthem
君と歩いた道,Shogo Hamada,My First Love,3.8886666666666665,0.286,0.47,135.989,33,,Chill/Casual
Neon,ONE OK ROCK,Luxury Disease (Japanese Version),3.0757166666666667,0.576,0.897,137.016,55,,Chill/Casual
憂、燦々,Creep Hyp,憂、燦々,4.181866666666667,0.807,0.833,109.997,31,,Party Anthem
喜志駅周辺なんもない,Yabai T-Shirts Yasan,We love Tank-top,2.5351,0.446,0.952,191.989,32,,Chill/Casual
12:25,go!go!vanillas,おはようカルチャー,4.32555,0.801,0.753,115.033,31,,Party Anthem
生きるをする,Macaroni Empitsu,愛を知らずに魔法は使えない,3.94135,0.415,0.963,109.867,32,,Chill/Casual
すてきな夜空,JUN SKY WALKER(S),ひとつ抱きしめて,3.6966666666666668,0.397,0.922,96.629,32,,Chill/Casual
Lay Lay Lom,Peyk;Fuat,Lay Lay Lom,3.639,0.926,0.664,87.035,33,,Party Anthem
働く男,UNICORN,ケダモノの嵐 -UC30 若返る勤労 Remastered-,3.8411,0.618,0.912,166.036,31,,Party Anthem
Abbas,Gaye Su Akyol,Develerle Yaşıyorum,4.758,0.365,0.359,139.638,33,,Sad/Moody
Keman Öğretmeni,Özdemir Erdoğan,İkinci Bahar,3.3106666666666666,0.357,0.186,102.107,34,,Sad/Moody
Every Time the Sun Comes Up,Sharon Van Etten,Are We There,4.375333333333334,0.301,0.522,99.759,60,,Chill/Casual
Summer Venus,KEYTALK,PARADISE,3.57,0.715,0.907,151.806,31,,Party Anthem
手,Creep Hyp,世界観,3.0662166666666666,0.556,0.914,101.985,31,,Chill/Casual
「手紙」,175R,175R BEST 「ANNIVERSARY 1998-2018」,4.508666666666667,0.633,0.743,113.965,32,,Party Anthem
Yağma Yağmur,Ezginin Günlügü,Eski Arkadaş,4.24155,0.727,0.549,140.014,35,,Chill/Casual
Nefes,Birsen Tezer,İkinci Cihan,4.267333333333333,0.208,0.29,109.891,32,,Sad/Moody
惜春,My Hair is Bad,hadaka e.p.,3.94155,0.567,0.936,99.01,31,,Chill/Casual
蛍の光,Creep Hyp,泣きたくなるほど嬉しい日々に,3.1988833333333333,0.632,0.611,80.911,31,,Party Anthem
TV Maniacs,ELLEGARDEN,RIOT ON THE GRILL,2.8237666666666668,0.0744,0.998,103.963,31,,Chill/Casual
one two three,Mr.Children,It's a wonderful world,4.986,0.504,0.67,82.716,32,,Chill/Casual
「部活中に目が合うなって思ってたんだ」,#NAME?,手遅れcaution,4.727333333333333,0.576,0.95,159.022,33,,Chill/Casual
Bugünüm Sensiz Geçti,Ceylan Ertem,Seni Senin Gibiler Sevsin,4.464366666666667,0.253,0.34,98.027,34,,Sad/Moody
燃えるごみの日,Creep Hyp,泣きたくなるほど嬉しい日々に,5.1546666666666665,0.464,0.653,78.033,31,,Chill/Casual
Akşam Olunca Yarelerim Sızlar,Zeki Müren,Zeki Müren Anısına...,1.4733333333333334,0.365,0.411,101.006,34,,Chill/Casual
Kan Revan Icindeyim,Düş Sokağı Sakinleri,Cennet,4.794666666666667,0.261,0.419,116.17,33,,Chill/Casual
Şarkılar Yazdım,Asu Maralman,Asu Maralman (Türk Pop Tarihi),3.074,0.714,0.583,104.981,34,,Chill/Casual
Güzel Yok mu İnsafın,Tanju Okan,Seni Sevdim Ben,2.908333333333333,0.728,0.451,102.454,33,,Chill/Casual
Seviyorum İşte Var mı Diyeceğin,Zeki Müren,Gözlerin Doğuyor Gecelerime...,4.6031,0.743,0.382,141.041,34,,Chill/Casual
Sigaramın Dumanı,Müzeyyen Senar,Gül Yüzlülerin Sevkine Gel,2.2941166666666666,0.687,0.465,123.751,34,,Chill/Casual
エウテルペ,EGOIST,Departures - Anata Ni Okuru Ai No Uta,3.814216666666667,0.172,0.449,179.898,44,,Chill/Casual
Devil in Your Heart,SiM,Devil in Your Heart,3.1008833333333334,0.78,0.934,120.074,49,,Party Anthem
sky & blue,GIRLFRIEND,HOUSE,3.9688833333333333,0.812,0.942,157.03,42,,Party Anthem
Zenzenzense - Original Version,RADWIMPS,Human Bloom,4.584433333333333,0.518,0.878,189.857,45,,Chill/Casual
楽園,Fujifabric,I Love You,3.759333333333333,0.443,0.826,97.937,48,,Chill/Casual
Bu Aşk Olur Mu,MFÖ,Ve MFÖ,3.30405,0.764,0.613,71.967,33,,Party Anthem
航海の唄,Sayuri,About a Voyage (My Hero Academia Ending Theme Song) [World Edition],4.73555,0.302,0.949,180.025,48,,Chill/Casual
紙飛行機,KOBUKURO,One Song From Two Hearts,4.55555,0.606,0.655,121.035,32,,Party Anthem
夜空。,miwa;Hazzie,夜空。/ストレスフリー,5.2471,0.295,0.69,167.999,31,,Chill/Casual
佳代,GOING STEADY,さくらの唄,6.117766666666666,0.239,0.931,124.118,31,,Chill/Casual
Chocolate,HIRIE,Mood Swing,3.54145,0.963,0.811,136.015,32,,Party Anthem
Stairway Generation,Base Ball Bear,(WHAT IS THE) LOVE & POP?,3.53955,0.625,0.823,153.007,52,,Party Anthem
BEST FRIEND,GReeeeN,いいね!( ́・ω・`)☆,4.58355,0.44,0.971,131.988,32,,Chill/Casual
銀河鉄道の夜,GING NANG BOYZ,DOOR,7.049333333333333,0.413,0.786,115.451,31,,Chill/Casual
ダンサーインザルーム,ZOOKARADERU,夢が醒めたら,3.3466666666666667,0.735,0.969,120.834,33,,Party Anthem
Re:make,ONE OK ROCK,Zankyō Reference,3.4082166666666667,0.443,0.988,171.977,54,,Chill/Casual
Baby Blue,The Early November,The Room's Too Cold,3.1826666666666665,0.123,0.952,192.749,34,,Chill/Casual
Without You - Remastered 2010,Badfinger,No Dice (Remastered 2010 / Deluxe Edition),4.7248833333333335,0.309,0.339,135.235,53,,Sad/Moody
drop pop candy (feat. ギガ),Reol;Giga,No title-,3.7493666666666665,0.967,0.942,129.962,58,,Party Anthem
アンジェリーナ - Remastered 2022,Eikichi Yazawa,Anytime Woman (50th Anniversary Remastered),3.9442166666666667,0.848,0.729,109.937,32,,Party Anthem
名もなき詩,Mr.Children,名もなき詩,5.479333333333333,0.668,0.831,125.972,32,,Party Anthem
棕櫚の影に - Live at 日本武道館'03 - Remastered 2022,Eikichi Yazawa,LIVE HISTORY 2000~2015 (50th Anniversary Remastered),6.139766666666667,0.495,0.617,107.321,32,,Chill/Casual
Broken Heart of Gold,ONE OK ROCK,Broken Heart of Gold,4.224783333333333,0.119,0.712,85.683,49,,Chill/Casual
言え,[Alexandros],Schwarzenegger,4.491333333333333,0.434,0.879,178.192,31,,Chill/Casual
生きてく強さ,GLAY,BEAT out!,3.822216666666667,0.749,0.85,140.442,32,,Party Anthem
#NAME?,#NAME?,#NAME?,4.130433333333333,0.651,0.959,158.031,32,,Party Anthem
Ankara Sokakları,Bulutsuzluk Özlemi,Numara,3.8413333333333335,0.361,0.308,99.951,33,,Sad/Moody
戦争を知らない大人たち,My Hair is Bad,woman’s,4.35,0.516,0.838,203.916,31,,Chill/Casual
この海に - Remastered 2022,Eikichi Yazawa,HEART (50th Anniversary Remastered),3.9131,0.568,0.625,112.305,32,,Chill/Casual
Biz Ayrılamayız,Zeki Müren,Zirvedeki Şarkılar,4.312883333333334,0.717,0.477,83.141,33,,Chill/Casual
鬼POP激キャッチー最強ハイパーウルトラミュージック,Yabai T-Shirts Yasan,Tank-top Festival in JAPAN,3.356883333333333,0.43,0.966,192.356,32,,Chill/Casual
手と手,Creep Hyp,クリープハイプ名作選,3.4091666666666667,0.285,0.937,97.784,31,,Chill/Casual
End of the day,Mr.Children,[(an imitation) blood orange],5.832666666666666,0.56,0.849,122.017,32,,Chill/Casual
季節が君だけを変える,BOØWY,PSYCHOPATH,4.669333333333333,0.517,0.861,189.457,31,,Chill/Casual
アイカツハッピーエンド,#NAME?,Want you!Want you!,4.3682,0.538,0.92,167.171,32,,Chill/Casual
メンヘラちゃん,Kyuso Nekokami,にゅ~うぇいぶ,3.3333333333333335,0.636,0.97,96.72,31,,Party Anthem
ファントムヴァイブレーション,Kyuso Nekokami,ウィーアーインディーズバンド!!,4.1631,0.802,0.974,96.052,31,,Party Anthem
トラベリン・バス - Live at 横浜スタジアム'95 - Remastered 2022,Eikichi Yazawa,LIVE DECADE 1990-1999 (50th Anniversary Remastered),4.1651,0.274,0.943,140.2,32,,Chill/Casual
手紙,back number,アンコール,4.50155,0.314,0.565,146.064,32,,Chill/Casual
#おふしょるにっと,≠ME,チョコレートメランコリー<Special Edition>,4.678216666666667,0.818,0.842,83.933,33,,Party Anthem
Qualquer Lugar,Strike;Alexandre Carlo,Collab,3.5311,0.73,0.796,97.0,32,,Party Anthem
あ、やるときゃやらなきゃだめなのよ。,Crazy Ken Band,Single Collection / P-VINE YEARS,3.998666666666667,0.83,0.898,110.04,32,,Party Anthem
Burlesque Desert Window,Trampled by Turtles,A Lifetime to Find,2.9928833333333333,0.816,0.552,80.945,34,,Chill/Casual
水平線,back number,TOKYO - VIRAL 2021 -,4.7566,0.436,0.75,145.867,32,,Chill/Casual
Kelly's Bar,Trampled by Turtles,Life is Good on the Open Road,3.54955,0.813,0.744,155.877,34,,Party Anthem
El Supermercado,Paté de Fuá,Bon appetit (Lo Mejor de Paté de Fuá),3.5531,0.358,0.368,170.009,33,,Sad/Moody
Brown-Eyed Women - Live,Trampled by Turtles,Dear Jerry: Celebrating The Music Of Jerry Garcia (Live),5.707816666666667,0.503,0.469,105.697,35,,Chill/Casual
Okana Road,Natural Vibrations,From The Heart,6.147333333333333,0.785,0.573,117.03,32,,Chill/Casual
Don't Run Wild,The Del Fuegos,The Best Of The Del Fuegos : The Slash Years,3.5271,0.785,0.472,128.146,32,,Chill/Casual
Kim Ayırdı Sevenleri,Tanju Okan,"Bir Zamanlar, Vol. 2",3.2404333333333333,0.606,0.42,85.312,33,,Chill/Casual
中庭の少女たち,SHISHAMO,SHISHAMO 3,5.18155,0.854,0.837,174.848,55,,Party Anthem
アイロニ,majiko,アイロニ,4.1151,0.418,0.703,90.001,44,,Chill/Casual
スパイラル,KANA-BOON,KBB vol.1,3.0297666666666667,0.411,0.947,90.032,53,,Chill/Casual
Hummingbird,B.B. King;John Mayer,B.B. King & Friends - 80,4.675766666666667,0.647,0.593,162.335,46,,Chill/Casual
アイリス,Eir Aoi,FRAGMENT (Special Edition),4.123766666666667,0.701,0.893,129.048,52,,Party Anthem
明け星,LiSA,明け星 / 白銀,4.483333333333333,0.215,0.867,94.952,50,,Chill/Casual
Midnight Blue Train (single / 2005),Shogo Hamada,光と影の季節,6.3831,0.249,0.57,140.213,32,,Chill/Casual
Aspirations,Gentle Giant,The Power and the Glory (Mixed by Steven Wilson),5.349116666666666,0.198,0.127,130.521,51,,Sad/Moody
ルーキーズ,GReeeeN,キセキ,3.9177666666666666,0.741,0.9,169.995,32,,Party Anthem
この新しい朝に,Shogo Hamada,この新しい朝に,5.757216666666666,0.542,0.815,128.966,32,,Chill/Casual
俺の太陽,Tsuyoshi Nagabuchi,JAPAN,4.20555,0.815,0.842,103.76,32,,Party Anthem
スペシャル,SUPER BEAVER,スペシャル,3.597766666666667,0.563,0.988,93.984,31,,Chill/Casual
渚の泡沫,WANIMA,COMINATCHA!!,3.9115333333333333,0.664,0.975,127.004,31,,Party Anthem
みちくさ,Shogo Hamada,In the Fairlife,3.9566666666666666,0.73,0.675,105.007,32,,Party Anthem
ロマンスブルー(2006),Shogo Hamada,The Best of Shogo Hamada vol.2,4.77,0.197,0.418,74.946,32,,Chill/Casual
お人好しカメレオン,UNISON SQUARE GARDEN,CIDER ROAD,5.17,0.557,0.913,122.027,32,,Chill/Casual
シューゲイザースピーカー,UNISON SQUARE GARDEN,Catcher In The Spy,4.008666666666667,0.503,0.959,182.955,32,,Chill/Casual
like coffeeのおまじない,UNISON SQUARE GARDEN,CIDER ROAD,3.8764333333333334,0.922,0.92,112.889,32,,Party Anthem
Dry Martini - Remastered 2022,Eikichi Yazawa,Anytime Woman (50th Anniversary Remastered),4.0953333333333335,0.487,0.71,123.912,32,,Chill/Casual
まっしぐら恋心,夜光性アミューズ,まっしぐら恋心,3.4947333333333335,0.647,0.885,94.918,32,,Party Anthem
鳴いてる怪獣,YUKI,megaphonic,4.490666666666667,0.525,0.887,127.011,31,,Chill/Casual
Hold Me Down,The Happy Fits,What Could Be Better,3.7302166666666667,0.832,0.948,156.047,59,,Party Anthem
ナイトタイマー,SIX LOUNGE,THE BULB,2.3964333333333334,0.73,0.948,178.324,32,,Party Anthem
FOLLOW ME,andymori,andymori,2.5351,0.644,0.977,157.3,31,,Party Anthem
エロい関係,STRANGE REITARO,More Music,4.373283333333333,0.871,0.742,110.008,32,,Party Anthem
東京,GING NANG BOYZ,君と僕の第三次世界大戦的恋愛革命,10.297766666666666,0.261,0.83,81.174,31,,Chill/Casual
ライブハウスで会おうぜ,Humbreaders,ギター,3.961333333333333,0.521,0.882,143.819,32,,Chill/Casual
ナイーヴ,BARBEE BOYS,LISTEN! BARBEE BOYS 4,4.9251,0.561,0.954,143.905,32,,Chill/Casual
ビューティフル,Kegawa No Maries,ビューティフル / 愛する or die,3.8317666666666668,0.295,0.989,150.368,31,,Chill/Casual
古いラヴ・レター (セルフカバー) - Remastered 2022,Eikichi Yazawa,SUBWAY EXPRESS (50th Anniversary Remastered),3.6046666666666667,0.43,0.436,89.314,32,,Chill/Casual
卒業,My Hair is Bad,時代をあつめて,5.36955,0.606,0.651,166.301,31,,Party Anthem
CLOUDY HEART,BOØWY,BOφWY,4.484216666666667,0.541,0.875,157.251,31,,Chill/Casual
When They Turn the Lights On,ONE OK ROCK,Luxury Disease (Japanese Version),3.456583333333333,0.304,0.754,156.095,54,,Chill/Casual
Não Devo Nada,Onze:20,A Nossa Barraca,4.155683333333333,0.966,0.729,150.049,33,,Party Anthem
君に会うまでは(2006),Shogo Hamada,The Best of Shogo Hamada vol.2,4.340433333333333,0.318,0.481,106.344,32,,Chill/Casual
スタート!,#NAME?,#NAME?,4.864,0.728,0.913,158.007,32,,Party Anthem
ワタシアクセント,≠ME,まほろばアスタリスク Special Edition,3.86355,0.732,0.944,133.041,33,,Party Anthem
彼女の“Modern…” (Anthology Remix),GLAY,REVIEWⅡ 〜BEST OF GLAY〜,4.518666666666666,0.653,0.96,150.251,32,,Party Anthem
好きだ!!!,≠ME,まほろばアスタリスク Special Edition,4.23555,0.511,0.933,173.917,33,,Chill/Casual
お引っ越し,Creep Hyp,泣きたくなるほど嬉しい日々に,4.034,0.865,0.773,99.046,31,,Party Anthem
Olha,Erasmo Carlos;Chico Buarque,"Convida, Volume II",3.584433333333333,0.525,0.375,129.793,34,,Chill/Casual
Yollar,Asu Maralman,Asu Maralman (Türk Pop Tarihi),2.8337666666666665,0.775,0.587,139.914,33,,Chill/Casual
Love Is Strong,The Green,Ways & Means,3.6237666666666666,0.751,0.559,143.982,32,,Chill/Casual
Sonbahardan Çizgiler,Yeni Türkü,Yeni Türkü Koleksiyon,3.513333333333333,0.303,0.23,105.872,33,,Sad/Moody
Help You,Trampled by Turtles,Palomino,3.2264333333333335,0.772,0.78,149.503,34,,Party Anthem
SCREAM - EXILE ENTERTAINMENT,GLAY;EXILE,EXILE ENTERTAINMENT BEST,5.4171,0.656,0.904,108.042,32,,Party Anthem
4Wheels 9Lives,Ken Yokoyama,4Wheels 9Lives,2.41265,0.485,0.979,142.026,31,,Chill/Casual
Mais um Na Multidão,Erasmo Carlos;Marisa Monte,Fundamental - Erasmo Carlos,3.77555,0.383,0.578,90.241,34,,Chill/Casual
Nova Aurora,Strike;Rodolfo Abrantes,Nova Aurora,3.9049,0.918,0.917,152.986,33,,Party Anthem
Şarkılar Seni Söyler,Müzeyyen Senar;Nükhet Duru,Best of Müzeyyen Senar + Bir Ömre Bedel,5.534433333333333,0.49,0.561,121.469,34,,Chill/Casual
Just the Two of Us (feat. Bill Withers),"Grover Washington, Jr.;Bill Withers",Anthology,7.308216666666667,0.585,0.497,95.818,77,,Chill/Casual
Feeling Good,Michael Bublé,It's Time,3.95555,0.477,0.548,115.144,73,,Chill/Casual
Sway,Michael Bublé,Michael Bublé,3.1344333333333334,0.737,0.639,125.959,74,,Party Anthem
Kajra Re,Shankar;Ehsaan;Loy;Alisha Chinai;Shankar Mahadevan;Gulzar,Bunty Aur Babli,8.0431,0.68,0.898,91.975,59,,Party Anthem
Nenje Nenje,Harish Raghavan;Mahathi,Ayan,5.737233333333333,0.376,0.509,114.969,56,,Chill/Casual
Feeling Good,Michael Bublé,Feeling Good - Adult Pop Favorites,3.95555,0.477,0.547,115.146,1,,Chill/Casual
Holly Jolly Christmas,Michael Bublé,Holly Jolly Christmas,1.9964333333333333,0.699,0.466,151.251,2,,Chill/Casual
"Quando, Quando, Quando",Michael Bublé;Nelly Furtado,Just Best Covers,4.73955,0.577,0.427,116.042,2,,Chill/Casual
Holly Jolly Christmas,Michael Bublé,Christmas Time,1.9964333333333333,0.699,0.466,151.251,2,,Chill/Casual
Me and Mrs. Jones,Michael Bublé,Mellow Adult Pop,4.529766666666666,0.346,0.381,198.154,2,,Sad/Moody
I'll Never Not Love You,Michael Bublé,Human - Best Adult Pop Tunes,3.6398333333333333,0.585,0.791,144.363,1,,Chill/Casual
It's Beginning to Look a Lot Like Christmas,Michael Bublé,Perfect Christmas Hits,3.4391,0.381,0.232,93.391,1,,Sad/Moody
Christmas Don't Be Late,Norah Jones,Jingle Bell Rock 2022,2.67155,0.265,0.356,66.377,2,,Sad/Moody
I Think It's Going To Rain Today - Live,Norah Jones,REGNIG DAG,3.0677666666666665,0.194,0.0825,104.138,5,,Sad/Moody
What A Wonderful World,Louis Armstrong,What A Wonderful World,2.292,0.192,0.258,108.174,73,,Sad/Moody
Chup Chup Ke,Shankar;Ehsaan;Loy;Sonu Nigam;Mahalakshmi Iyer;Gulzar,Bunty Aur Babli,7.232,0.259,0.743,116.962,48,,Chill/Casual
Shoot The Moon,Norah Jones,Coffee Break,3.9528833333333333,0.425,0.265,74.031,1,,Chill/Casual
Wintertime,Norah Jones,Jingle Bell Rock 2022,3.8039,0.207,0.205,183.468,1,,Sad/Moody
Nothing's Gonna Change My Love for You,George Benson,20/20,4.0446333333333335,0.345,0.614,136.628,71,,Chill/Casual
Strange Fruit,Nina Simone,Top Trending Romania - Vara 2022,3.4929666666666668,0.22,0.0553,87.228,1,,Sad/Moody
Moon River,Louis Armstrong,The Greatest Jazz Mix,2.9408833333333333,0.264,0.136,86.646,2,,Sad/Moody
Feeling Good,Nina Simone,Coffee Break,2.9170166666666666,0.508,0.414,79.108,1,,Chill/Casual
"Zat You, Santa Claus? - Single Version",Louis Armstrong;The Commanders,World's Best Christmas Playlist,2.8182,0.654,0.514,122.097,1,,Chill/Casual
I Put A Spell On You,Nina Simone,Halloween Songs | Witches Hour,2.604433333333333,0.327,0.477,88.534,1,,Chill/Casual
I Put A Spell On You,Nina Simone,Anthems for Witches 2022,2.604433333333333,0.327,0.477,88.534,1,,Chill/Casual
I Put A Spell On You,Nina Simone,Happy Haunted Halloween Tunes,2.604433333333333,0.327,0.477,88.534,1,,Chill/Casual
Frosty The Snowman,Ella Fitzgerald,Christmas Songs 2022,2.19555,0.836,0.502,76.783,4,,Chill/Casual
Stella By Starlight,Ella Fitzgerald,The Greatest Jazz Mix,3.2946666666666666,0.21,0.199,112.185,1,,Sad/Moody
Sleigh Ride,Ella Fitzgerald,Christmas Songs 2022,2.9331,0.639,0.287,77.117,3,,Chill/Casual
Frosty The Snowman,Ella Fitzgerald,Jingle Bell Rock 2022,2.19555,0.836,0.502,76.783,2,,Chill/Casual
Hotta Chocolatta,Ella Fitzgerald,pov: you are an christmas elf,3.1171,0.866,0.532,120.905,1,,Chill/Casual
Laapata,Subhi;Kanishk Seth,Laapata,2.7777666666666665,0.125,0.402,162.202,44,,Chill/Casual
Angel,Aretha Franklin,Slow Down Soul,4.467333333333333,0.362,0.577,170.254,1,,Chill/Casual
Rudolph The Red-Nosed Reindeer,Ella Fitzgerald,Holiday Anthems 2022,2.8628833333333334,0.64,0.315,119.935,1,,Chill/Casual
Have Yourself A Merry Little Christmas,Ella Fitzgerald,Classic Christmas Greatest Hits,2.9306666666666668,0.485,0.247,112.3,1,,Chill/Casual
Ding-Dong! The Witch Is Dead,Ella Fitzgerald,Halloween Hits,3.292883333333333,0.639,0.248,80.542,2,,Chill/Casual
Ding-Dong! The Witch Is Dead,Ella Fitzgerald,Helloween Party,3.292883333333333,0.639,0.248,80.542,1,,Chill/Casual
Nach Baliye,Shankar;Ehsaan;Loy;Shankar Mahadevan;Sowmya Raoh;Loy Mendonsa;Gulzar,Bunty Aur Babli,6.046033333333333,0.394,0.916,133.889,47,,Chill/Casual
Dhadak Dhadak,Shankar;Ehsaan;Loy;Udit Narayan;Sunidhi Chauhan;Gulzar,Bunty Aur Babli,6.540183333333333,0.562,0.807,113.975,45,,Chill/Casual
Deck The Halls,Nat King Cole,Rock Christmas 2022 - The Very Best Of,1.15,0.97,0.393,107.172,1,,Chill/Casual
The Christmas Song (Merry Christmas To You),Nat King Cole,World's Best Christmas Playlist,3.2026666666666666,0.208,0.21,73.196,1,,Sad/Moody
On The Street Where You Live,Nat King Cole,The Greatest Jazz Mix,3.213766666666667,0.326,0.421,71.923,1,,Chill/Casual
Let It Snow! Let It Snow! Let It Snow!,Dean Martin,Christmas Songs 2022,1.9206666666666667,0.683,0.332,134.999,3,,Chill/Casual
Let It Snow! Let It Snow! Let It Snow!,Dean Martin,World's Best Christmas Playlist,1.9206666666666667,0.683,0.332,134.999,1,,Chill/Casual
Rudolph The Red-Nosed Reindeer,Dean Martin,Christmas Songs 2022,2.2626666666666666,0.857,0.201,136.47,1,,Chill/Casual
September,"Earth, Wind & Fire","The Best Of Earth, Wind & Fire Vol. 1",3.5848833333333334,0.979,0.832,125.926,83,,Party Anthem
Sway - Sped Up Version,Michael Bublé,Sway (Sped Up Version),2.45225,0.872,0.671,161.768,66,,Party Anthem
Sowkkiyama,Kadri Gopalnath;Nithyasree,Sangamam,5.9031666666666665,0.414,0.681,99.986,43,,Chill/Casual
"Baby, It's Cold Outside",Dean Martin,Christmas Songs 2022,2.39555,0.525,0.196,129.581,1,,Chill/Casual
"Baby, It's Cold Outside",Dean Martin,Christmas Dinner,2.39555,0.525,0.196,129.581,1,,Chill/Casual
Jingle Bells,Diana Krall;Clayton-Hamilton Jazz Orchestra,Christmas Songs 2022,3.426433333333333,0.579,0.547,101.443,3,,Chill/Casual
"Let It Snow, Let It Snow, Let It Snow - Remastered",Dean Martin,Rock Christmas 2022 - The Very Best Of,2.0171,0.741,0.214,133.436,1,,Chill/Casual
Just the Two of Us,"Grover Washington, Jr.",Winelight,7.396216666666667,0.597,0.429,95.406,71,,Chill/Casual
L-O-V-E,Nat King Cole,L-O-V-E,2.588433333333333,0.663,0.373,78.231,71,,Chill/Casual
Solitude,Billie Holiday,Solitude,3.46,0.19,0.15,98.66,67,,Sad/Moody
Just the Two of Us (feat. Bill Withers),"Grover Washington, Jr.;Bill Withers",Lean on Me: The Best of Bill Withers,3.9562166666666667,0.584,0.386,95.819,66,,Chill/Casual
La vie en rose,Louis Armstrong,C'est Si Bon,3.4471,0.319,0.0789,70.886,64,,Sad/Moody
Quiet Storm,Shierro,Quiet Storm,2.077916666666667,0.108,0.526,154.082,65,,Chill/Casual
Home,Michael Bublé,It's Time,3.7651,0.349,0.37,127.631,71,,Sad/Moody
I Fall In Love Too Easily,Chet Baker,Chet Baker Sings,3.3573333333333335,0.292,0.0657,128.607,66,,Sad/Moody
Everybody Loves Somebody,Dean Martin,Everybody Loves Somebody,2.7424333333333335,0.461,0.391,119.182,68,,Chill/Casual
Feeling Good,Nina Simone,I Put A Spell On You,2.9,0.546,0.326,79.206,73,,Chill/Casual
Come Away With Me,Norah Jones,Come Away With Me (Super Deluxe Edition),3.3037666666666667,0.146,0.141,76.64,74,,Sad/Moody
Öyle Bir Rüya,Hüsnü Arkan;Birsen Tezer,Kırık Hava,4.35,0.369,0.475,97.146,49,,Chill/Casual
Coffee Time,Natalie Cole,Coffee Break,2.4722166666666667,0.499,0.31,129.924,1,,Chill/Casual
Triste,Antônio Carlos Jobim,Chill in Brazil,3.026666666666667,0.578,0.396,136.489,1,,Chill/Casual
At Last,Etta James,At Last!,2.994883333333333,0.328,0.348,87.43,75,,Sad/Moody
Coffee Cup,Anthony Lazaro,Rock Paper Scissors,2.9339166666666667,0.593,0.284,119.962,48,,Chill/Casual
Don't Cry Baby,Living Room,Sensual Lounge: Chillout Your Mind,2.6666666666666665,0.608,0.408,75.024,1,,Chill/Casual
Turn On The Lights,Jamie Cullum,Christmas Songs 2022,4.249333333333333,0.46,0.67,107.973,2,,Chill/Casual
Love Will Follow,George Howard,Cool Covers - Smooth Jazz Plays The Hits!,6.347766666666667,0.791,0.6,99.135,45,,Chill/Casual
Corcovado (Quiet Nights Of Quiet Stars) - Single Version,Stan Getz;João Gilberto;Astrud Gilberto;Antônio Carlos Jobim,Work From Home with Stan Getz,2.3331,0.437,0.198,128.043,45,,Chill/Casual
All I Want For Christmas Is You,Jamie Cullum,A Merry Modern Christmas,4.223133333333333,0.479,0.274,127.862,1,,Chill/Casual
Let It Snow,Jamie Cullum;Michel Legrand,Christmas Songs 2022,3.3053333333333335,0.733,0.644,124.82,1,,Party Anthem
Dandini Dandini Dastana,Sertab Erener,İyiliğe Ninniler,2.4861333333333335,0.275,0.233,88.08,48,,Sad/Moody
Don't Know Why,Norah Jones,Come Away With Me (Super Deluxe Edition),3.1041833333333333,0.635,0.219,88.609,76,,Chill/Casual
The Christmas Waltz,Peggy Lee,Christmas Classics,2.8851,0.141,0.168,107.269,1,,Sad/Moody
Time Moves Slow,BADBADNOTGOOD;Samuel T. Herring,IV,4.5644,0.308,0.376,140.026,71,,Sad/Moody
Movie,Tom Misch,Geography,5.95595,0.182,0.379,122.043,66,,Sad/Moody
Poppy,Dpsht,Poppy,1.7466166666666667,0.433,0.172,147.838,57,,Chill/Casual
Backdrop,Konteks,Outer,2.4888833333333333,0.203,0.293,89.958,58,,Sad/Moody
Day Dream,Bill Charlap Trio,Street Of Dreams,6.230666666666667,0.093,0.0951,100.265,65,,Sad/Moody
